Location,Function,Intent,Generics,Subtype,Regular,Ignored,Unknown
/usr/include/x86_64-linux-gnu/bits/stdlib-bsearch.h:33:22,bsearch.$4,Ignored,0,0,0,0,0
/usr/include/curses.h:872:28,wscanw,Ignored,0,0,0,0,0
/usr/include/curses.h:717:28,mvwaddch,Ignored,0,0,0,0,0
/usr/include/time.h:197:14,asctime_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:418:12,mkfifo,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:377:1>,modfl,Ignored,0,0,0,0,0
/usr/include/curses.h:1737:28,erasewchar,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:155:12,setitimer,Ignored,0,0,0,0,0
nano.c:395:2,vfprintf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:128:1>,__remquof64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:195:1>,__nan,Ignored,0,0,0,0,0
global.c:1190:2,add_to_sclist.$3,Ignored,0,0,0,0,0
/usr/include/wctype.h:117:17,wctype_l,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:13>,getpayload,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:225:1>,__remquo,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:30:1>,modff,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/select.h:102:12,select,Ignored,0,0,0,0,0
/usr/include/error.h:34:13,error_at_line,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:105:1>,__nanf,Ignored,0,0,0,0,0
/usr/include/termios.h:76:13,cfmakeraw,Ignored,0,0,0,0,0
/usr/include/string.h:510:14,strfry,Ignored,0,0,0,0,0
/usr/include/curses.h:1011:28 <Spelling=<scratch space>:172:1>,flushinp_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:427:1 <Spelling=<scratch space>:275:1>,setpayloadsigf,Ignored,0,0,0,0,0
/usr/include/pthread.h:1332:12,pthread_atfork,Ignored,0,0,0,0,0
/usr/include/time.h:276:12,clock_getres,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:211:1>,__getpayloadf32x,Ignored,0,0,0,0,0
/usr/include/curses.h:693:28,mvaddchstr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/wait.h:132:12,waitid,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:148:1>,__lgammaf_r,Ignored,0,0,0,0,0
/usr/include/curses.h:699:28,mvderwin,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:16:1>,__frexpf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:211:1>,__lgamma_r,Ignored,0,0,0,0,0
/usr/include/pwd.h:188:12,getpw,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:86:12,settimeofday,Ignored,0,0,0,0,0
/usr/include/curses.h:907:28,getbegy,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:13>,modf,Ignored,0,0,0,0,0
/usr/include/time.h:132:19,gmtime,Ignored,0,0,0,0,0
/usr/include/stdio.h:421:12,scanf,Ignored,0,0,0,0,0
/usr/include/pthread.h:1023:12,pthread_rwlock_wrlock,Ignored,0,0,0,0,0
/usr/include/curses.h:1010:28 <Spelling=<scratch space>:171:1>,flash_sp,Ignored,0,0,0,0,0
/usr/include/dirent.h:218:17,telldir,Ignored,0,0,0,0,0
/usr/include/time.h:387:12,timespec_getres,Ignored,0,0,0,0,0
/usr/include/termios.h:61:12,cfsetspeed,Ignored,0,0,0,0,0
/usr/include/stdio.h:844:14,cuserid,Ignored,0,0,0,0,0
/usr/include/stdio.h:283:14,fopen64,Ignored,0,0,0,0,0
/usr/include/termios.h:57:12,cfsetispeed,Ignored,0,0,0,0,0
./stat-time.h:104:1,get_stat_birthtime_ns,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:267:1>,sincosf64x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:118:1>,__lgammal_r,Ignored,0,0,0,0,0
/usr/include/curses.h:849:28,wdeleteln,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:370:1 <Spelling=<scratch space>:234:1>,canonicalizef,Ignored,0,0,0,0,0
/usr/include/pthread.h:1086:12,pthread_rwlockattr_getpshared,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:2:1>,__modfl,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:370:1 <Spelling=<scratch space>:172:1>,canonicalizef32x,Ignored,0,0,0,0,0
/usr/include/curses.h:1040:28 <Spelling=<scratch space>:201:1>,resetty_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/wait.h:164:16,wait4,Ignored,0,0,0,0,0
/usr/include/stdlib.h:967:12,getsubopt,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:240:12,stat64,Ignored,0,0,0,0,0
/usr/include/curses.h:1754:28,mvadd_wch,Ignored,0,0,0,0,0
/usr/include/stdlib.h:705:12,mkstemp64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:145:1>,lgammaf_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:130:1>,__remquof32x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:98:1>,lgammaf64x_r,Ignored,0,0,0,0,0
/usr/include/curses.h:1089:28 <Spelling=<scratch space>:250:1>,set_escdelay_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:271:1>,sincosf64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:50:1>,__nanf32x,Ignored,0,0,0,0,0
/usr/include/stdio.h:373:12,vsprintf,Ignored,0,0,0,0,0
/usr/include/curses.h:804:33,subwin,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:101:1>,__lgammaf64x_r,Ignored,0,0,0,0,0
/usr/include/curses.h:1755:28,mvadd_wchnstr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:269:1>,__sincosf64x,Ignored,0,0,0,0,0
/usr/include/wchar.h:402:17,wcstof64,Ignored,0,0,0,0,0
/usr/include/curses.h:1031:28 <Spelling=<scratch space>:192:1>,noecho_sp,Ignored,0,0,0,0,0
/usr/include/string.h:506:12,strverscmp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:140:1>,remquof64x,Ignored,0,0,0,0,0
/usr/include/unistd.h:633:17,pathconf,Ignored,0,0,0,0,0
/usr/include/pwd.h:102:12,putpwent,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=<scratch space>:224:1>,setpayloadf64x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:84:1>,lgammaf64_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:273:1>,__sincosf64,Ignored,0,0,0,0,0
/usr/include/pthread.h:750:13,__pthread_unwind_next,Ignored,0,0,0,0,0
/usr/include/pthread.h:1315:12,pthread_getcpuclockid,Ignored,0,0,0,0,0
/usr/include/stdlib.h:913:12,fcvt_r,Ignored,0,0,0,0,0
/usr/include/pthread.h:1208:12,pthread_condattr_setpshared,Ignored,0,0,0,0,0
/usr/include/curses.h:1002:28 <Spelling=<scratch space>:163:1>,def_prog_mode_sp,Ignored,0,0,0,0,0
/usr/include/pthread.h:349:12,pthread_attr_setscope,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:411:1 <Spelling=/usr/include/x86_64-linux-gnu/bits/mathcalls.h:411:20>,totalorder,Ignored,0,0,0,0,0
/usr/include/wchar.h:277:17,wmempcpy,Ignored,0,0,0,0,0
/usr/include/string.h:80:12,__memcmpeq,Ignored,0,0,0,0,0
/usr/include/curses.h:1805:28,wborder_set,Ignored,0,0,0,0,0
/usr/include/utime.h:50:12,utime,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:160:1>,__frexp,Ignored,0,0,0,0,0
/usr/include/curses.h:859:28,winnstr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:316:1>,sincosf,Ignored,0,0,0,0,0
/usr/include/wchar.h:268:17,wmemmove,Ignored,0,0,0,0,0
/usr/include/stdlib.h:530:12,seed48_r,Ignored,0,0,0,0,0
/usr/include/wchar.h:241:15,wcsnlen,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:304:1>,__sincosf32,Ignored,0,0,0,0,0
/usr/include/pthread.h:297:12,pthread_attr_setdetachstate,Ignored,0,0,0,0,0
/usr/include/curses.h:1751:28,inwstr,Ignored,0,0,0,0,0
./utime.h:614:12,_gl_utimens_windows,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=<scratch space>:212:1>,setpayloadf32x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:359:12,lchmod,Ignored,0,0,0,0,0
glob.c:1056:20,glob_in_dir.$3,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:416:1 <Spelling=<scratch space>:212:1>,totalordermagf32,Ignored,0,0,0,0,0
nano.c:356:3,fprintf,Ignored,0,0,0,0,0
/usr/include/curses.h:722:28,mvwchgat,Ignored,0,0,0,0,0
/usr/include/curses.h:785:28,slk_attr_off,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:411:1 <Spelling=<scratch space>:239:1>,totalorderl,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:363:1>,__frexpl,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:427:1 <Spelling=<scratch space>:211:1>,setpayloadsigf64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:90:1>,lgammaf32_r,Ignored,0,0,0,0,0
/usr/include/curses.h:881:28,wtouchln,Ignored,0,0,0,0,0
/usr/include/curses.h:1047:28 <Spelling=<scratch space>:208:1>,slk_attron_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/wctype-wchar.h:155:17,wctype,Ignored,0,0,0,0,0
/usr/include/stdio.h:328:13,setbuf,Ignored,0,0,0,0,0
/usr/include/curses.h:813:28,untouchwin,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:288:1>,frexpf32x,Ignored,0,0,0,0,0
/usr/include/pthread.h:366:12,pthread_attr_getstacksize,Ignored,0,0,0,0,0
/usr/include/pthread.h:202:12,pthread_create,Ignored,0,0,0,0,0
/usr/include/pthread.h:407:12,pthread_getattr_default_np,Ignored,0,0,0,0,0
/usr/include/curses.h:734:28,mvwinsnstr,Ignored,0,0,0,0,0
/usr/include/pthread.h:1202:12,pthread_condattr_getpshared,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:273:1>,__getpayloadf,Ignored,0,0,0,0,0
/usr/include/unistd.h:950:12,profil,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:255:1>,__getpayload,Ignored,0,0,0,0,0
glob.c:459:24 <Spelling=./glob.h:589:17>,rpl_glob.$2,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:60:1>,nanf64x,Ignored,0,0,0,0,0
/usr/include/pthread.h:930:12,pthread_mutexattr_getrobust,Ignored,0,0,0,0,0
/usr/include/pthread.h:1234:12,pthread_spin_destroy,Ignored,0,0,0,0,0
/usr/include/time.h:272:12,nanosleep,Ignored,0,0,0,0,0
/usr/include/pthread.h:525:12,pthread_setcanceltype,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:142:1>,__remquof64x,Ignored,0,0,0,0,0
/usr/include/libintl.h:67:14,dngettext,Ignored,0,0,0,0,0
/usr/include/pwd.h:94:23,fgetpwent,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:306:1>,__modff32x,Ignored,0,0,0,0,0
/usr/include/pthread.h:303:12,pthread_attr_getguardsize,Ignored,0,0,0,0,0
/usr/include/stdio.h:371:12,vprintf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/wait.h:148:16,wait3,Ignored,0,0,0,0,0
/usr/include/curses.h:712:28,mvprintw,Ignored,0,0,0,0,0
/usr/include/pthread.h:417:12,pthread_attr_getsigmask_np,Ignored,0,0,0,0,0
/usr/include/pthread.h:709:13,__pthread_unregister_cancel,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:193:1>,__nan,Ignored,0,0,0,0,0
/usr/include/pthread.h:458:12,pthread_getname_np,Ignored,0,0,0,0,0
/usr/include/curses.h:1015:29 <Spelling=<scratch space>:176:1>,has_ic_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:94:12,adjtime,Ignored,0,0,0,0,0
/usr/include/time.h:154:19,gmtime_r,Ignored,0,0,0,0,0
/usr/include/wchar.h:97:17,wcscat,Ignored,0,0,0,0,0
/usr/include/sched.h:134:12,sched_getaffinity,Ignored,0,0,0,0,0
/usr/include/time.h:422:19,getdate,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:416:1 <Spelling=<scratch space>:220:1>,totalordermagf64x,Ignored,0,0,0,0,0
/usr/include/curses.h:1075:28 <Spelling=<scratch space>:236:1>,extended_pair_content_sp,Ignored,0,0,0,0,0
/usr/include/time.h:251:15,timelocal,Ignored,0,0,0,0,0
/usr/include/stdlib.h:749:12,mkostemp,Ignored,0,0,0,0,0
nano.c:1765:7,wanted_to_move.$0,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/sigthread.h:31:12,pthread_sigmask,Ignored,0,0,0,0,0
/usr/include/unistd.h:958:12,acct,Ignored,0,0,0,0,0
/usr/include/curses.h:833:28,wattroff,Ignored,0,0,0,0,0
/usr/include/wchar.h:483:22,wcstoll_l,Ignored,0,0,0,0,0
/usr/include/pthread.h:361:12,pthread_attr_setstackaddr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:149:12,getitimer,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:162:1>,__remquol,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/select.h:127:12,pselect,Ignored,0,0,0,0,0
/usr/include/stdlib.h:759:12,mkostemp64,Ignored,0,0,0,0,0
/usr/include/pthread.h:324:12,pthread_attr_getschedpolicy,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:67:12,gettimeofday,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:54:1>,__nanf32,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:304:1>,modff32x,Ignored,0,0,0,0,0
/usr/include/stdio.h:308:14,fmemopen,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:207:1>,lgamma_r,Ignored,0,0,0,0,0
/usr/include/stdlib.h:533:12,lcong48_r,Ignored,0,0,0,0,0
/usr/include/stdlib.h:113:36,atoll,Ignored,0,0,0,0,0
/usr/include/stdio.h:702:15,fread_unlocked,Ignored,0,0,0,0,0
/usr/include/curses.h:1789:28,mvwvline_set,Ignored,0,0,0,0,0
/usr/include/stdlib.h:917:12,qecvt_r,Ignored,0,0,0,0,0
/usr/include/pthread.h:1277:12,pthread_barrierattr_getpshared,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:153:1>,__sincos,Ignored,0,0,0,0,0
/usr/include/curses.h:1053:28 <Spelling=<scratch space>:214:1>,slk_init_sp,Ignored,0,0,0,0,0
/usr/include/stdlib.h:251:12,strfromf32x,Ignored,0,0,0,0,0
/usr/include/termios.h:51:16,cfgetispeed,Ignored,0,0,0,0,0
/usr/include/curses.h:673:28,innstr,Ignored,0,0,0,0,0
/usr/include/sched.h:130:12,sched_setaffinity,Ignored,0,0,0,0,0
./uniwidth.h:51:8,u16_width,Ignored,0,0,0,0,0
/usr/include/time.h:202:14,ctime_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:160:1>,remquol,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:89:1>,__lgammaf32x_r,Ignored,0,0,0,0,0
./stat-time.h:160:1,get_stat_birthtime,Ignored,0,0,0,0,0
/usr/include/time.h:282:12,clock_settime,Ignored,0,0,0,0,0
/usr/include/wchar.h:117:12,wcsncasecmp,Ignored,0,0,0,0,0
/usr/include/pthread.h:1273:12,pthread_barrierattr_destroy,Ignored,0,0,0,0,0
/usr/include/pthread.h:411:12,pthread_attr_setsigmask_np,Ignored,0,0,0,0,0
/usr/include/curses.h:934:28,extended_color_content,Ignored,0,0,0,0,0
/usr/include/curses.h:1826:28 <Spelling=<scratch space>:256:1>,killwchar_sp,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:168:1>,__modf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:241:1>,getpayloadl,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:427:1 <Spelling=<scratch space>:245:1>,setpayloadsigl,Ignored,0,0,0,0,0
/usr/include/pthread.h:697:13,__pthread_register_cancel,Ignored,0,0,0,0,0
/usr/include/stdlib.h:933:12,mbtowc,Ignored,0,0,0,0,0
/usr/include/curses.h:1763:28,mvin_wch,Ignored,0,0,0,0,0
/usr/include/wchar.h:92:17,wcsncpy,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=<scratch space>:216:1>,setpayloadf32,Ignored,0,0,0,0,0
/usr/include/curses.h:664:29,idcok,Ignored,0,0,0,0,0
/usr/include/pthread.h:426:12,pthread_setattr_default_np,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:86:1>,lgammaf32x_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:427:1 <Spelling=<scratch space>:217:1>,setpayloadsigf32,Ignored,0,0,0,0,0
/usr/include/nl_types.h:46:14,catgets,Ignored,0,0,0,0,0
/usr/include/pthread.h:1125:12,pthread_cond_broadcast,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:48:1>,__nanf64,Ignored,0,0,0,0,0
/usr/include/stdio.h:814:12,fileno_unlocked,Ignored,0,0,0,0,0
/usr/include/stdlib.h:118:15,strtod,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:294:1>,frexpf64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/sched.h:92:12,getcpu,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:325:1>,frexpf32,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:320:1>,__sincosf,Ignored,0,0,0,0,0
/usr/include/pthread.h:1097:12,pthread_rwlockattr_getkind_np,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:134:1>,__remquof32,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:312:1>,__modff64,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:243:1>,__getpayloadl,Ignored,0,0,0,0,0
/usr/include/wctype.h:52:18,wctrans,Ignored,0,0,0,0,0
/usr/include/curses.h:1734:28,border_set,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:215:1>,__getpayloadf32,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:14:1>,frexpf,Ignored,0,0,0,0,0
/usr/include/curses.h:1790:28,pecho_wchar,Ignored,0,0,0,0,0
/usr/include/time.h:183:14,ctime,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:132:1>,remquof32,Ignored,0,0,0,0,0
/usr/include/pthread.h:1171:12,pthread_cond_clockwait,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:93:1>,__lgammaf32_r,Ignored,0,0,0,0,0
./uniwidth.h:48:8,u8_width,Ignored,0,0,0,0,0
/usr/include/pthread.h:855:12,pthread_mutex_consistent,Ignored,0,0,0,0,0
/usr/include/wchar.h:530:18,wcstof32x_l,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:338:1>,sincosl,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:128:1>,remquof32x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:370:1 <Spelling=<scratch space>:170:1>,canonicalizef64,Ignored,0,0,0,0,0
/usr/include/pthread.h:1269:12,pthread_barrierattr_init,Ignored,0,0,0,0,0
/usr/include/pthread.h:946:12,pthread_mutexattr_setrobust,Ignored,0,0,0,0,0
/usr/include/pthread.h:1260:12,pthread_barrier_destroy,Ignored,0,0,0,0,0
/usr/include/termios.h:54:12,cfsetospeed,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=<scratch space>:244:1>,setpayloadl,Ignored,0,0,0,0,0
/usr/include/pthread.h:353:12,pthread_attr_getstackaddr,Ignored,0,0,0,0,0
/usr/include/pthread.h:847:12,pthread_mutex_setprioceiling,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:291:12,fstatat64,Ignored,0,0,0,0,0
/usr/include/curses.h:634:28,copywin,Ignored,0,0,0,0,0
/usr/include/stdio.h:396:12,asprintf,Ignored,0,0,0,0,0
/usr/include/stdlib.h:213:12,strfromd,Ignored,0,0,0,0,0
/usr/include/pthread.h:800:12,pthread_mutex_timedlock,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:213:1>,getpayloadf32,Ignored,0,0,0,0,0
/usr/include/curses.h:776:28,scr_init,Ignored,0,0,0,0,0
/usr/include/pthread.h:1242:12,pthread_spin_trylock,Ignored,0,0,0,0,0
/usr/include/wchar.h:302:15,wcrtomb,Ignored,0,0,0,0,0
/usr/include/regex.h:587:17,re_search_2,Ignored,0,0,0,0,0
/usr/include/curses.h:735:28,mvwinsstr,Ignored,0,0,0,0,0
/usr/include/pthread.h:913:12,pthread_mutexattr_setprotocol,Ignored,0,0,0,0,0
/usr/include/pthread.h:243:12,pthread_clockjoin_np,Ignored,0,0,0,0,0
/usr/include/pthread.h:1198:12,pthread_condattr_destroy,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:425:12,mkfifoat,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:73:1>,nanl,Ignored,0,0,0,0,0
/usr/include/pthread.h:1194:12,pthread_condattr_init,Ignored,0,0,0,0,0
/usr/include/pthread.h:379:12,pthread_attr_getstack,Ignored,0,0,0,0,0
/usr/include/pthread.h:1133:12,pthread_cond_wait,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:306:1>,modff64x,Ignored,0,0,0,0,0
/usr/include/dirent.h:353:18,getdirentries,Ignored,0,0,0,0,0
/usr/include/pthread.h:1112:12,pthread_cond_init,Ignored,0,0,0,0,0
/usr/include/nl_types.h:42:16,catopen,Ignored,0,0,0,0,0
/usr/include/pthread.h:1051:12,pthread_rwlock_clockwrlock,Ignored,0,0,0,0,0
/usr/include/stdlib.h:233:12,strfromf32,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:338:12,lstat64,Ignored,0,0,0,0,0
/usr/include/wchar.h:192:15,wcsspn,Ignored,0,0,0,0,0
/usr/include/curses.h:1781:28,mvwin_wch,Ignored,0,0,0,0,0
/usr/include/wchar.h:150:15,wcsxfrm_l,Ignored,0,0,0,0,0
/usr/include/pthread.h:986:12,pthread_rwlock_timedrdlock,Ignored,0,0,0,0,0
/usr/include/curses.h:631:28,color_content,Ignored,0,0,0,0,0
/usr/include/stdlib.h:296:15,strtod_l,Ignored,0,0,0,0,0
/usr/include/time.h:331:12,timer_create,Ignored,0,0,0,0,0
/usr/include/curses.h:1070:31 <Spelling=<scratch space>:231:1>,keybound_sp,Ignored,0,0,0,0,0
/usr/include/pthread.h:980:12,pthread_rwlock_tryrdlock,Ignored,0,0,0,0,0
/usr/include/curses.h:846:28,wcolor_set,Ignored,0,0,0,0,0
/usr/include/pthread.h:1283:12,pthread_barrierattr_setpshared,Ignored,0,0,0,0,0
/usr/include/wchar.h:557:17,wcpncpy,Ignored,0,0,0,0,0
